Experiment,Region,Genotype,Condition,Intensity,Period,Amplitude,Phase,RAE
Dull624,268,Col,cR,10,25.01,12360,6.47,0.27
Dull624,269,Col,cR,10,26.09,14440,9.44,0.2
Dull624,270,Col,cR,10,25.59,19720,7.25,0.2
Dull624,271,Col,cR,10,25.93,9107,10.49,0.21
Dull624,272,Col,cR,10,25.76,12520,9.67,0.36
Dull624,273,Col,cR,10,25.31,19060,6.12,0.18
Dull624,336,Col,cR,100,25.77,9012,-12.28,0.22
Dull624,337,Col,cR,100,25.71,14920,11.98,0.26
Dull624,338,Col,cR,100,26,6018,12.68,0.3
Dull624,339,Col,cR,100,28.64,5177,-8.63,0.38
Dull624,340,Col,cR,100,26.33,5537,-12.64,0.23
Dull624,341,Col,cR,100,24.81,11580,9.33,0.3
Dull624,342,Col,cR,100,24.01,10730,5.78,0.22
Dull624,343,Col,cR,100,23.38,7445,4.13,0.39
Dull624,344,Col,cR,100,27.29,6352,-7.98,0.37
Dull624,345,Col,cR,100,25.41,3609,12.06,0.4
Dull624,346,Col,cR,100,24.89,27520,8.07,0.26
Dull624,347,Col,cR,100,25.62,7658,11.32,0.21
Dull624,348,Col,cR,100,25.76,8588,9.93,0.22
Dull624,529,Col,cR,100,23.96,6147,6.76,0.34
Dull624,530,Col,cR,100,26.03,6864,-12.24,0.13
Dull624,531,Col,cR,100,24.81,8355,10.4,0.38
Dull624,532,Col,cR,100,20.76,9782,-4.88,0.39
Dull624,533,Col,cR,100,26.28,4276,12.91,0.28
Dull624,534,Col,cR,100,25.14,2677,10.24,0.35
Dull624,535,Col,cR,100,26.04,4007,12.86,0.37
Dull624,536,Col,cR,100,24.17,6295,6,0.3
Dull624,537,Col,cR,100,25.64,9644,10.71,0.17
Dull624,538,Col,cR,100,25.4,8803,10.66,0.18
Dull624,539,Col,cR,100,25.46,7013,11.8,0.27
Dull624,540,Col,cR,100,25.55,4151,10.85,0.21
Dull624,541,Col,cR,100,24.81,16930,7.16,0.17
Dull625,53,Col,cR+cB,1,26.23,2516,9.11,0.24
Dull625,54,Col,cR+cB,1,27.16,5320,-10.23,0.32
Dull625,55,Col,cR+cB,1,25.77,12000,9.13,0.35
Dull625,56,Col,cR+cB,1,26.66,11430,-12.47,0.16
Dull625,57,Col,cR+cB,1,26.05,3215,8.8,0.24
Dull625,58,Col,cR+cB,1,28.4,13380,-10.75,0.33
Dull625,59,Col,cR+cB,1,25.1,10550,3.23,0.36
Dull625,60,Col,cR+cB,1,25.57,2109,5.11,0.44
Dull625,61,Col,cR+cB,1,25.25,9542,8.07,0.23
Dull625,62,Col,cR+cB,1,25.62,12940,7.31,0.3
Dull625,63,Col,cR+cB,1,24.57,5739,1.37,0.61
Dull625,64,Col,cR+cB,1,27.19,9436,-11.83,0.19
Dull625,126,Col,cR+cB,1,29.15,13300,13.47,0.5
Dull625,127,Col,cR+cB,1,25.75,17480,8.86,0.22
Dull625,128,Col,cR+cB,1,27.37,11910,-6.69,0.29
Dull625,129,Col,cR+cB,1,23.52,3208,-1.99,0.48
Dull625,130,Col,cR+cB,1,24.13,2667,0.22,0.38
Dull625,131,Col,cR+cB,1,31.85,3198,-13.42,0.87
Dull625,132,Col,cR+cB,1,23.3,5490,-1.61,0.68
Dull625,133,Col,cR+cB,1,28.22,5916,9.86,0.44
Dull625,134,Col,cR+cB,1,28.36,21860,-13.94,0.38
Dull625,135,Col,cR+cB,1,27.45,19720,12.1,0.38
Dull625,136,Col,cR+cB,1,25.65,27930,9.79,0.23
Dull625,137,Col,cR+cB,1,25.08,17030,3.91,0.36
Dull625,199,Col,cR+cB,10,25.6,18670,9.06,0.2
Dull625,200,Col,cR+cB,10,24.95,25270,8.5,0.21
Dull625,201,Col,cR+cB,10,26.27,27310,11.59,0.21
Dull625,202,Col,cR+cB,10,25.16,14170,7.81,0.21
Dull625,203,Col,cR+cB,10,27.46,21710,-11.52,0.3
Dull625,204,Col,cR+cB,10,26.02,14230,10.59,0.35
Dull625,205,Col,cR+cB,10,25.57,14310,9.26,0.17
Dull625,206,Col,cR+cB,10,25.32,10910,8.3,0.17
Dull625,207,Col,cR+cB,10,25.9,29140,12.64,0.26
Dull625,208,Col,cR+cB,10,24.36,18540,5.51,0.21
Dull625,209,Col,cR+cB,10,25.98,22660,12.49,0.33
Dull625,210,Col,cR+cB,10,25.17,7045,6.15,0.31
Dull625,211,Col,cR+cB,10,25.96,21880,10.04,0.17
Dull625,264,Col,cR+cB,10,26.85,26710,13.07,0.19
Dull625,265,Col,cR+cB,10,25.36,11170,10.04,0.24
Dull625,266,Col,cR+cB,10,26.68,32610,11.15,0.24
Dull625,267,Col,cR+cB,10,26.69,22990,-13.02,0.22
Dull625,268,Col,cR+cB,10,26.36,12570,13.09,0.24
Dull625,269,Col,cR+cB,10,26.57,10290,12.81,0.44
Dull625,270,Col,cR+cB,10,25.7,8358,7.97,0.19
Dull625,271,Col,cR+cB,10,26.1,3053,11.17,0.24
Dull625,272,Col,cR+cB,10,25.95,8392,10.49,0.66
Dull625,273,Col,cR+cB,10,26.38,14040,10,0.19
Dull625,274,Col,cR+cB,10,26.77,30530,-12.19,0.19
Dull625,275,Col,cR+cB,10,26.08,10850,6.9,0.27
Dull625,338,Col,cR+cB,100,26.98,2600,11.35,0.31
Dull625,339,Col,cR+cB,100,25.92,10380,-10.87,0.29
Dull625,340,Col,cR+cB,100,26.15,3744,9.37,0.34
Dull625,341,Col,cR+cB,100,28.23,17950,-9.99,0.31
Dull625,342,Col,cR+cB,100,19.23,4822,-2.8,0.38
Dull625,343,Col,cR+cB,100,32.29,5348,7.6,0.76
Dull625,344,Col,cR+cB,100,27.99,3736,13.02,0.47
Dull625,345,Col,cR+cB,100,24.3,12880,9,0.41
Dull625,346,Col,cR+cB,100,20.23,5328,-0.85,0.39
Dull625,347,Col,cR+cB,100,24.14,15520,9.42,0.26
Dull625,348,Col,cR+cB,100,23.4,3953,3.18,0.48
Dull625,349,Col,cR+cB,100,24.42,17320,10.61,0.26
Dull625,350,Col,cR+cB,100,25.73,20090,-12.86,0.18
Dull625,403,Col,cR+cB,100,21.21,9245,1.41,0.33
Dull625,404,Col,cR+cB,100,24.3,4646,9.48,0.3
Dull625,405,Col,cR+cB,100,22.61,25320,5.78,0.34
Dull625,406,Col,cR+cB,100,26.43,6550,-10.91,0.41
Dull625,407,Col,cR+cB,100,26.74,16990,-10.88,0.17
Dull625,408,Col,cR+cB,100,25.22,5457,9.54,0.5
Dull625,409,Col,cR+cB,100,21.38,11120,1.77,0.37
Dull625,410,Col,cR+cB,100,25.4,8189,-11.94,0.39
Dull625,411,Col,cR+cB,100,24.52,13080,10.87,0.39
Dull625,412,Col,cR+cB,100,25.49,13570,-11.72,0.36
Dull625,413,Col,cR+cB,100,26.53,19620,-10.96,0.25
Dull625,414,Col,cR+cB,100,26.69,24100,-10.92,0.16
Dull625,415,Col,cR+cB,100,24.46,21440,10.3,0.3
Dull625,468,Col,cR+cB,200,22.66,5249,3.46,0.5
Dull625,469,Col,cR+cB,200,NA,NA,NA,NA
Dull625,470,Col,cR+cB,200,28.2,7372,-8.19,0.35
Dull625,471,Col,cR+cB,200,27.61,15250,-8.13,0.32
Dull625,472,Col,cR+cB,200,27.16,18390,-10.76,0.21
Dull625,473,Col,cR+cB,200,29.59,6278,-5.82,0.75
Dull625,474,Col,cR+cB,200,20.65,13740,0.82,0.48
Dull625,475,Col,cR+cB,200,24.38,11910,11.17,0.36
Dull625,476,Col,cR+cB,200,27.19,19880,-11.27,0.22
Dull625,477,Col,cR+cB,200,26.56,9878,-9.01,0.45
Dull625,478,Col,cR+cB,200,23.22,14640,7.37,0.24
Dull625,479,Col,cR+cB,200,27.21,8057,-10.07,0.43
Dull625,480,Col,cR+cB,200,24.92,6629,11.17,0.27
Dull625,542,Col,cR+cB,200,19.75,5671,-3.58,0.42
Dull625,543,Col,cR+cB,200,26.45,21770,-11.73,0.15
Dull625,544,Col,cR+cB,200,27.23,4153,-9.83,0.47
Dull625,545,Col,cR+cB,200,24.11,8153,4.07,0.59
Dull625,546,Col,cR+cB,200,24.99,4714,8.44,0.49
Dull625,547,Col,cR+cB,200,26.08,3576,10.26,0.59
Dull625,548,Col,cR+cB,200,22.62,5101,3.9,0.68
Dull625,549,Col,cR+cB,200,26.52,13450,-11.74,0.3
Dull625,550,Col,cR+cB,200,23.71,11120,8.65,0.6
Dull625,551,Col,cR+cB,200,24.35,10500,10.53,0.44
Dull625,552,Col,cR+cB,200,27.61,10920,-9.2,0.5
Dull625,553,Col,cR+cB,200,23.43,12700,7.37,0.39
Dull626,50,Col,cR+cB,1,25.51,3459,3.68,0.6
Dull626,51,Col,cR+cB,1,26.19,5939,6.02,0.49
Dull626,52,Col,cR+cB,1,26.88,11500,8.54,0.37
Dull626,53,Col,cR+cB,1,24.16,6582,6.1,0.28
Dull626,54,Col,cR+cB,1,23.14,12620,3.3,0.3
Dull626,55,Col,cR+cB,1,24.54,9548,9.06,0.37
Dull626,56,Col,cR+cB,1,24.77,19350,6.23,0.27
Dull626,57,Col,cR+cB,1,26.13,5398,9.07,0.35
Dull626,58,Col,cR+cB,1,25.06,3374,7.91,0.64
Dull626,59,Col,cR+cB,1,25.08,9509,7.9,0.3
Dull626,60,Col,cR+cB,1,23.98,13150,4.25,0.29
Dull626,61,Col,cR+cB,1,25.33,10420,7.76,0.42
Dull626,62,Col,cR+cB,1,24.62,10470,5.79,0.4
Dull626,123,Col,cR+cB,1,26.44,9096,10.42,0.39
Dull626,124,Col,cR+cB,1,23.71,2942,-0.88,0.59
Dull626,125,Col,cR+cB,1,22.08,6850,-4.64,0.7
Dull626,126,Col,cR+cB,1,25.17,10270,9.72,0.39
Dull626,127,Col,cR+cB,1,27.96,7199,8.69,0.56
Dull626,128,Col,cR+cB,1,22.77,8728,-3.2,0.75
Dull626,129,Col,cR+cB,1,27.64,4513,9.8,0.66
Dull626,130,Col,cR+cB,1,26.2,4631,8.17,0.37
Dull626,131,Col,cR+cB,1,26.68,9177,6.8,0.37
Dull626,132,Col,cR+cB,1,19.77,8415,-6.28,0.52
Dull626,133,Col,cR+cB,1,25.91,22460,8.26,0.28
Dull626,134,Col,cR+cB,1,22.31,7720,1.47,0.4
Dull626,135,Col,cR+cB,1,25.38,16970,8.75,0.34
Dull626,186,Col,cR+cB,10,28.19,23580,-10.19,0.31
Dull626,187,Col,cR+cB,10,26.6,15060,-13.29,0.18
Dull626,188,Col,cR+cB,10,26.29,24590,12.71,0.15
Dull626,189,Col,cR+cB,10,25.78,11940,9.8,0.28
Dull626,190,Col,cR+cB,10,26.15,12710,10.57,0.28
Dull626,191,Col,cR+cB,10,25.88,12320,12.39,0.24
Dull626,192,Col,cR+cB,10,22.97,9522,6.39,0.6
Dull626,193,Col,cR+cB,10,24.65,4088,6.98,0.24
Dull626,194,Col,cR+cB,10,24.19,10400,4.88,0.24
Dull626,195,Col,cR+cB,10,25.17,18230,9.03,0.23
Dull626,196,Col,cR+cB,10,24.83,16470,7.23,0.37
Dull626,197,Col,cR+cB,10,25.21,5120,6.84,0.3
Dull626,341,Col,cR+cB,100,27.34,4453,-11.28,0.41
Dull626,342,Col,cR+cB,100,29.53,2897,-11.17,0.71
Dull626,343,Col,cR+cB,100,26.78,1967,11.65,0.27
Dull626,344,Col,cR+cB,100,22.52,18290,5.01,0.35
Dull626,345,Col,cR+cB,100,24.75,4196,8.85,0.25
Dull626,346,Col,cR+cB,100,25.78,16000,11.34,0.18
Dull626,347,Col,cR+cB,100,26.61,8410,-12.98,0.55
Dull626,348,Col,cR+cB,100,22.11,7582,2.29,0.41
Dull626,349,Col,cR+cB,100,22.72,13260,5.76,0.46
Dull626,350,Col,cR+cB,100,26.25,22380,-10,0.19
Dull626,351,Col,cR+cB,100,25.26,3016,9.35,0.41
Dull626,352,Col,cR+cB,100,NA,NA,NA,NA
Dull626,353,Col,cR+cB,100,25.42,15110,12.43,0.15
Dull626,404,Col,cR+cB,100,25.54,13050,-9.36,0.22
Dull626,405,Col,cR+cB,100,22.96,4938,6.21,0.38
Dull626,406,Col,cR+cB,100,26.27,7100,-12.9,0.21
Dull626,407,Col,cR+cB,100,26.9,16910,-12.53,0.31
Dull626,408,Col,cR+cB,100,27.03,13390,-9.94,0.28
Dull626,409,Col,cR+cB,100,26.25,22950,-12.46,0.13
Dull626,410,Col,cR+cB,100,28.52,5540,-9.59,0.35
Dull626,411,Col,cR+cB,100,26.58,17080,-11.73,0.12
Dull626,412,Col,cR+cB,100,27.56,17080,-11.44,0.38
Dull626,413,Col,cR+cB,100,26.06,16730,-10.53,0.41
Dull626,414,Col,cR+cB,100,26.27,21480,-12.11,0.19
Dull626,415,Col,cR+cB,100,23.87,13610,10.43,0.18
Dull626,476,Col,cR+cB,200,20.66,7198,-1.93,0.42
Dull626,477,Col,cR+cB,200,26.29,7422,11.64,0.36
Dull626,478,Col,cR+cB,200,22.71,6137,4.82,0.33
Dull626,479,Col,cR+cB,200,26.22,19060,-10.53,0.15
Dull626,480,Col,cR+cB,200,26.16,26490,-12.13,0.12
Dull626,481,Col,cR+cB,200,21.7,2920,1.55,0.74
Dull626,482,Col,cR+cB,200,27.51,14180,-7.74,0.37
Dull626,483,Col,cR+cB,200,24.3,8754,8.8,0.37
Dull626,484,Col,cR+cB,200,26.33,15930,-11.04,0.38
Dull626,485,Col,cR+cB,200,28.67,8973,-8.33,0.44
Dull626,486,Col,cR+cB,200,26.7,13350,-12.12,0.2
Dull626,487,Col,cR+cB,200,24.95,12370,11.38,0.35
Dull626,488,Col,cR+cB,200,NA,NA,NA,NA
Dull626,541,Col,cR+cB,200,25.58,31330,10.93,0.14
Dull626,542,Col,cR+cB,200,25.5,14850,11.94,0.21
Dull626,543,Col,cR+cB,200,25.52,7409,9.66,0.22
Dull626,544,Col,cR+cB,200,26.06,21260,12.95,0.2
Dull626,545,Col,cR+cB,200,26.24,12390,-12.25,0.25
Dull626,546,Col,cR+cB,200,25.51,8293,12.53,0.19
Dull626,547,Col,cR+cB,200,25.47,8066,9.51,0.27
Dull626,548,Col,cR+cB,200,25.93,6527,11.69,0.22
Dull626,549,Col,cR+cB,200,24.78,4558,9.84,0.27
Dull626,550,Col,cR+cB,200,25.35,10780,11.23,0.25
Dull626,551,Col,cR+cB,200,NA,NA,NA,NA
Dull626,552,Col,cR+cB,200,26.33,13870,-12.52,0.21
Dull626,553,Col,cR+cB,200,25.88,16540,12.33,0.19
Dull632,64,Col,cB,1,25.76,2763,12.23,0.25
Dull632,65,Col,cB,1,24.44,2687,6.72,0.46
Dull632,66,Col,cB,1,24.57,3222,6.13,0.24
Dull632,67,Col,cB,1,23.73,1562,2.72,0.43
Dull632,68,Col,cB,1,23.66,2212,2.28,0.46
Dull632,69,Col,cB,1,25.65,6996,12.45,0.33
Dull632,70,Col,cB,1,33.37,2070,-2.05,0.6
Dull632,71,Col,cB,1,24.19,486.2,5.26,0.58
Dull632,72,Col,cB,1,24.17,1549,6.17,0.39
Dull632,73,Col,cB,1,22.7,6695,4.01,0.56
Dull632,74,Col,cB,1,23.73,1382,3.96,0.56
Dull632,75,Col,cB,1,33.16,2481,-5.66,0.45
Dull632,76,Col,cB,1,28.55,923.8,-10.49,0.67
Dull632,125,Col,cB,1,28.46,638.3,12.19,0.28
Dull632,126,Col,cB,1,31.94,993.9,-10.91,0.31
Dull632,127,Col,cB,1,29.02,1541,-13.83,0.6
Dull632,128,Col,cB,1,24.15,7414,5.62,0.2
Dull632,129,Col,cB,1,31.75,526,-8.59,0.58
Dull632,130,Col,cB,1,29.89,1601,12.78,0.59
Dull632,131,Col,cB,1,27.33,902.3,9.62,0.8
Dull632,132,Col,cB,1,NA,NA,NA,NA
Dull632,133,Col,cB,1,27.88,540.6,13.83,0.79
Dull632,134,Col,cB,1,25.16,1973,7.24,0.46
Dull632,135,Col,cB,1,22.6,414.4,-3.15,0.9
Dull632,136,Col,cB,1,NA,NA,NA,NA
Dull632,186,Col,cB,10,26.56,1856,10.41,0.42
Dull632,187,Col,cB,10,25.4,3189,8.46,0.28
Dull632,188,Col,cB,10,24.73,3733,7.47,0.2
Dull632,189,Col,cB,10,27.02,1915,12.29,0.28
Dull632,190,Col,cB,10,27.95,1633,-10.16,0.19
Dull632,191,Col,cB,10,24.53,1705,4.63,0.36
Dull632,192,Col,cB,10,26.69,1315,11.7,0.28
Dull632,193,Col,cB,10,26.47,2287,11.6,0.33
Dull632,194,Col,cB,10,25.04,5055,7.24,0.43
Dull632,195,Col,cB,10,26,2443,8.76,0.47
Dull632,196,Col,cB,10,25.54,750.9,6.23,0.64
Dull632,197,Col,cB,10,25.16,1130,5.65,0.32
Dull632,261,Col,cB,10,25.79,3017,12.16,0.19
Dull632,262,Col,cB,10,26.45,4589,12.93,0.2
Dull632,263,Col,cB,10,25.11,10110,9.37,0.16
Dull632,264,Col,cB,10,27.42,18230,13.02,0.1
Dull632,265,Col,cB,10,25.08,12730,7.18,0.23
Dull632,266,Col,cB,10,26.01,1472,11.56,0.19
Dull632,267,Col,cB,10,25.11,4422,9.01,0.16
Dull632,268,Col,cB,10,27.16,10610,-13.14,0.12
Dull632,269,Col,cB,10,27.39,1965,-11.74,0.24
Dull632,270,Col,cB,10,25.79,11590,11.73,0.3
Dull632,322,Col,cB,100,31.39,1597,-7.69,0.5
Dull632,323,Col,cB,100,24.51,2391,7.52,0.69
Dull632,324,Col,cB,100,23.71,2358,7.23,0.58
Dull632,325,Col,cB,100,32.88,1754,-2.32,0.44
Dull632,326,Col,cB,100,28.48,2658,-8.73,0.46
Dull632,327,Col,cB,100,19.88,2580,-4.16,0.79
Dull632,328,Col,cB,100,27.96,7337,-11.17,0.23
Dull632,329,Col,cB,100,21.94,10120,3.54,0.24
Dull632,330,Col,cB,100,28.59,5451,-7.88,0.26
Dull632,331,Col,cB,100,28.21,11830,-9.83,0.17
Dull632,332,Col,cB,100,25.4,4854,10.28,0.33
Dull632,333,Col,cB,100,26.68,4162,-13.32,0.61
Dull632,334,Col,cB,100,23.84,1961,4.39,0.56
Dull632,397,Col,cB,100,24.72,6838,9.02,0.17
Dull632,398,Col,cB,100,19.3,3786,-2.26,0.7
Dull632,399,Col,cB,100,29.39,3121,-9.56,0.72
Dull632,400,Col,cB,100,27.86,5894,-5.66,0.7
Dull632,401,Col,cB,100,30.66,1795,-7.08,0.61
Dull632,402,Col,cB,100,28.88,1252,-7.73,0.54
Dull632,403,Col,cB,100,25.06,3367,11.74,0.14
Dull632,404,Col,cB,100,24.5,8453,10.79,0.24
Dull632,405,Col,cB,100,21.21,2878,2.49,0.42
Dull632,406,Col,cB,100,28.32,2703,-8.42,0.32
Dull632,470,Col,cB,200,24.53,7494,11.37,0.27
Dull632,471,Col,cB,200,27.73,5355,-13.39,0.34
Dull632,472,Col,cB,200,22.47,10430,5.41,0.4
Dull632,473,Col,cB,200,33.75,1298,0.48,0.68
Dull632,474,Col,cB,200,23.04,1847,7.17,0.5
Dull632,475,Col,cB,200,22.06,4611,5.15,0.37
Dull632,476,Col,cB,200,22.47,2223,3.63,0.34
Dull632,477,Col,cB,200,28.84,3433,-8.28,0.44
Dull632,478,Col,cB,200,23.01,3817,6.61,0.67
Dull632,479,Col,cB,200,27.21,6164,-12.19,0.3
Dull632,480,Col,cB,200,31.73,6895,-2.47,0.54
Dull632,481,Col,cB,200,28.12,1911,-9.03,0.69
Dull632,482,Col,cB,200,24.15,1432,10.39,0.48
Dull632,535,Col,cB,200,24.47,1411,9.6,0.72
Dull632,536,Col,cB,200,24.69,2416,10.02,0.22
Dull632,537,Col,cB,200,32.39,2545,0.85,0.74
Dull632,538,Col,cB,200,24.16,3547,10.53,0.49
Dull632,539,Col,cB,200,19.6,2411,-3.03,0.64
Dull632,540,Col,cB,200,25.32,3891,12.57,0.39
Dull632,541,Col,cB,200,26.17,5505,-10.8,0.3
Dull632,542,Col,cB,200,23.2,4991,7.01,0.41
Dull632,543,Col,cB,200,24.99,2201,-12.45,0.67
Dull632,544,Col,cB,200,25.76,2133,-11.28,0.52
Dull632,545,Col,cB,200,25.86,2450,-10.23,0.38
Dull632,546,Col,cB,200,23.93,3479,9.86,0.33
Dull632,547,Col,cB,200,24.34,3312,-11.79,0.26
Dull633,65,Col,cR,1,26.83,3464,10.99,0.51
Dull633,66,Col,cR,1,23.65,4558,7.29,0.49
Dull633,67,Col,cR,1,26.79,2880,10.96,0.39
Dull633,68,Col,cR,1,29.22,969.2,14,0.78
Dull633,69,Col,cR,1,27.19,6006,12.59,0.35
Dull633,70,Col,cR,1,27.55,11910,13.39,0.27
Dull633,71,Col,cR,1,27.54,3032,12.22,0.48
Dull633,72,Col,cR,1,24.23,4519,2.71,0.52
Dull633,73,Col,cR,1,26.48,3220,10.75,0.68
Dull633,74,Col,cR,1,26.25,912,11.4,0.64
Dull633,75,Col,cR,1,NA,NA,NA,NA
Dull633,76,Col,cR,1,22.7,1919,-0.65,0.6
Dull633,77,Col,cR,1,34.23,2885,16.39,0.94
Dull633,189,Col,cR,10,24.96,11160,11.13,0.26
Dull633,190,Col,cR,10,25.08,14830,10.86,0.24
Dull633,191,Col,cR,10,24.8,3197,-11.44,0.56
Dull633,192,Col,cR,10,25.4,10020,12.41,0.15
Dull633,193,Col,cR,10,27.24,6836,-8.28,0.49
Dull633,194,Col,cR,10,25.16,4975,10.66,0.33
Dull633,195,Col,cR,10,24.93,6286,9.05,0.21
Dull633,196,Col,cR,10,26.65,10290,-11.59,0.28
Dull633,197,Col,cR,10,24.79,8984,11.43,0.31
Dull633,198,Col,cR,10,25.39,13420,12.28,0.19
Dull633,199,Col,cR,10,25.18,4634,9.46,0.21
Dull633,200,Col,cR,10,24.98,2995,9.29,0.17
Dull633,265,Col,cR,10,25.11,1895,8,0.38
Dull633,266,Col,cR,10,25.33,5573,10.1,0.26
Dull633,267,Col,cR,10,25.45,4713,10.29,0.24
Dull633,268,Col,cR,10,25.78,3253,10.31,0.33
Dull633,269,Col,cR,10,25.54,8734,9.67,0.24
Dull633,270,Col,cR,10,25.48,4783,9.56,0.31
Dull633,271,Col,cR,10,25.06,5031,10.6,0.23
Dull633,272,Col,cR,10,25.56,3605,9.61,0.28
Dull633,273,Col,cR,10,25.67,3259,9.24,0.32
Dull633,274,Col,cR,10,24.66,4386,7.75,0.36
Dull633,275,Col,cR,10,24.81,6755,9.09,0.21
Dull633,276,Col,cR,10,25.63,1929,12.23,0.21
Dull633,277,Col,cR,10,25.57,3901,11.34,0.27
Dull633,326,Col,cR,100,24.63,4154,7.42,0.21
Dull633,327,Col,cR,100,25.28,2343,9.87,0.69
Dull633,328,Col,cR,100,24.93,3105,10.94,0.17
Dull633,329,Col,cR,100,24.51,5673,10.39,0.31
Dull633,330,Col,cR,100,23.25,1831,9.04,0.66
Dull633,331,Col,cR,100,23.06,8391,6.69,0.63
Dull633,332,Col,cR,100,24.04,6054,7.59,0.18
Dull633,333,Col,cR,100,24.1,12520,8.46,0.15
Dull633,334,Col,cR,100,23.49,6135,6.62,0.16
Dull633,335,Col,cR,100,23.95,5529,8.88,0.23
Dull633,336,Col,cR,100,23.96,6422,7.34,0.2
Dull633,337,Col,cR,100,22.74,3779,4.04,0.22
Dull633,401,Col,cR,200,24.17,14580,8.78,0.18
Dull633,402,Col,cR,200,25,7140,12.36,0.21
Dull633,403,Col,cR,200,24.43,4794,8.11,0.36
Dull633,404,Col,cR,200,25.04,4057,10.98,0.36
Dull633,405,Col,cR,200,23,7583,5.15,0.44
Dull633,406,Col,cR,200,24.04,8840,8.41,0.32
Dull633,407,Col,cR,200,25.01,15900,12.31,0.19
Dull633,408,Col,cR,200,23.58,4632,6.47,0.27
Dull633,409,Col,cR,200,25.13,10310,12.16,0.18
Dull633,410,Col,cR,200,24.33,11800,10.49,0.2
Dull633,411,Col,cR,200,24.06,20160,10.07,0.29
Dull633,412,Col,cR,200,23.34,15950,6.29,0.33
Dull633,413,Col,cR,200,23.85,12190,8.07,0.21
Dull633,461,Col,cR,200,25.4,7107,-11.57,0.27
Dull633,462,Col,cR,200,24.62,16710,11.05,0.15
Dull633,463,Col,cR,200,24.63,5303,11.33,0.19
Dull633,464,Col,cR,200,24.52,10730,9.6,0.18
Dull633,465,Col,cR,200,25.26,9866,10.83,0.16
Dull633,466,Col,cR,200,25.11,4926,11.54,0.27
Dull633,467,Col,cR,200,26.02,1735,-11.83,0.86
Dull633,468,Col,cR,200,24.72,7974,9.41,0.42
Dull633,469,Col,cR,200,24.02,4591,8.08,0.31
Dull633,470,Col,cR,200,24.95,5647,10.59,0.23
Dull633,471,Col,cR,200,24.06,8125,7.97,0.27
Dull633,472,Col,cR,200,24.59,5876,10,0.21
Dull633,538,Col,cR,100,22.59,12260,3.78,0.23
Dull633,539,Col,cR,100,23.65,3581,6.37,0.17
Dull633,540,Col,cR,100,23.8,9921,7.34,0.15
Dull633,541,Col,cR,100,23.61,8559,6.54,0.34
Dull633,542,Col,cR,100,23.63,10370,6.69,0.19
Dull633,543,Col,cR,100,23.41,9233,7.34,0.19
Dull633,544,Col,cR,100,23.21,7385,6.47,0.27
Dull633,545,Col,cR,100,24.46,6133,8.37,0.26
Dull633,546,Col,cR,100,25.16,10340,-12.3,0.19
Dull633,547,Col,cR,100,23.71,4150,6.59,0.19
Dull633,548,Col,cR,100,25.02,4981,10.83,0.23
Dull633,549,Col,cR,100,24.25,5123,7.71,0.23
Dull634,128,Col,cR+cB,1,25.71,4022,9.58,0.37
Dull634,129,Col,cR+cB,1,28.06,4115,8.75,0.48
Dull634,130,Col,cR+cB,1,27.95,7334,11.45,0.3
Dull634,131,Col,cR+cB,1,28.68,3536,9.78,0.5
Dull634,132,Col,cR+cB,1,27.77,3646,9.15,0.31
Dull634,133,Col,cR+cB,1,28.33,6603,10.28,0.2
Dull634,134,Col,cR+cB,1,28.62,2972,12.41,0.22
Dull634,135,Col,cR+cB,1,28.87,9185,11.93,0.27
Dull634,136,Col,cR+cB,1,29.18,4686,13.31,0.23
Dull634,137,Col,cR+cB,1,22.39,5814,0.25,0.36
Dull634,138,Col,cR+cB,1,24.78,27180,7.88,0.29
Dull634,139,Col,cR+cB,1,28.85,7938,12.04,0.43
Dull634,140,Col,cR+cB,1,29.39,4383,12.14,0.59
Dull634,189,Col,cR+cB,10,25.29,11670,8.13,0.2
Dull634,190,Col,cR+cB,10,24.31,9997,5.36,0.18
Dull634,191,Col,cR+cB,10,NA,NA,NA,NA
Dull634,192,Col,cR+cB,10,24.92,5493,6.43,0.21
Dull634,193,Col,cR+cB,10,23.37,5478,3.95,0.2
Dull634,194,Col,cR+cB,10,25.06,5709,7.33,0.47
Dull634,195,Col,cR+cB,10,25.58,8635,9.51,0.22
Dull634,196,Col,cR+cB,10,25.38,3198,8.85,0.23
Dull634,197,Col,cR+cB,10,24.92,6773,6.99,0.21
Dull634,198,Col,cR+cB,10,24.77,4652,5.93,0.22
Dull634,199,Col,cR+cB,10,24.82,10110,7.49,0.14
Dull634,200,Col,cR+cB,10,25.3,5420,8.37,0.26
Dull634,201,Col,cR+cB,10,25.42,3873,8.43,0.2
Dull634,266,Col,cR+cB,10,26.61,25250,13.23,0.21
Dull634,267,Col,cR+cB,10,26.21,11690,11.49,0.3
Dull634,268,Col,cR+cB,10,24.66,16450,10.18,0.37
Dull634,269,Col,cR+cB,10,25.04,9198,7.63,0.18
Dull634,270,Col,cR+cB,10,22.25,5291,2.07,0.4
Dull634,271,Col,cR+cB,10,26.84,12000,-10.01,0.32
Dull634,272,Col,cR+cB,10,25.21,16290,10.56,0.11
Dull634,273,Col,cR+cB,10,25.01,6342,7.18,0.19
Dull634,274,Col,cR+cB,10,25.38,10070,11,0.23
Dull634,275,Col,cR+cB,10,25.96,7495,12.58,0.35
