Experiment,Region,Genotype,Condition,Intensity,Period,Amplitude,Phase,RAE
Dull633,536,cca1 lhy-100 rve468,cR,100,26.27,1230,-10.71,0.43
Dull633,537,cca1 lhy-100 rve468,cR,100,NA,NA,NA,NA
Dull634,141,cca1 lhy-100 rve468,cR+cB,10,24.83,460.5,6.85,0.73
Dull634,142,cca1 lhy-100 rve468,cR+cB,10,25.75,1162,10.79,0.61
Dull634,143,cca1 lhy-100 rve468,cR+cB,10,NA,NA,NA,NA
Dull634,144,cca1 lhy-100 rve468,cR+cB,10,19.56,907.3,0.03,0.85
Dull634,145,cca1 lhy-100 rve468,cR+cB,10,25.61,1097,9.42,0.59
Dull634,146,cca1 lhy-100 rve468,cR+cB,10,19.69,815.7,1.35,0.91
Dull634,147,cca1 lhy-100 rve468,cR+cB,10,20.31,1138,4.11,0.47
Dull634,148,cca1 lhy-100 rve468,cR+cB,10,20.75,841,6.33,0.71
Dull634,149,cca1 lhy-100 rve468,cR+cB,10,26.07,1251,10.39,0.85
Dull634,150,cca1 lhy-100 rve468,cR+cB,10,25.44,663.7,9.18,0.5
Dull634,151,cca1 lhy-100 rve468,cR+cB,10,24.87,566.7,7.51,0.57
Dull634,152,cca1 lhy-100 rve468,cR+cB,10,25.08,750.2,8.43,0.43
Dull634,357,cca1 lhy-100 rve468,cR+cB,100,27.69,1301,-13.04,0.63
Dull634,358,cca1 lhy-100 rve468,cR+cB,100,24.99,1510,7.06,0.45
Dull634,359,cca1 lhy-100 rve468,cR+cB,100,NA,NA,NA,NA
Dull634,360,cca1 lhy-100 rve468,cR+cB,100,25.07,1067,9.07,0.55
Dull634,361,cca1 lhy-100 rve468,cR+cB,100,26.37,2339,-9.19,0.37
Dull634,362,cca1 lhy-100 rve468,cR+cB,100,25.93,1711,11.67,0.51
Dull634,363,cca1 lhy-100 rve468,cR+cB,100,25.04,1091,7.86,0.71
Dull634,364,cca1 lhy-100 rve468,cR+cB,100,28.58,1624,-13.2,0.41
Dull634,365,cca1 lhy-100 rve468,cR+cB,100,26.65,1126,-12.39,0.81
Dull634,366,cca1 lhy-100 rve468,cR+cB,100,25.69,1579,8.69,0.51
Dull634,367,cca1 lhy-100 rve468,cR+cB,100,25.02,1033,7.3,0.66
Dull634,368,cca1 lhy-100 rve468,cR+cB,100,26.68,1223,11.73,0.66
Dull634,369,cca1 lhy-100 rve468,cR+cB,100,27.33,872,13.26,0.41
Dull634,419,cca1 lhy-100 rve468,cR+cB,200,NA,NA,NA,NA
Dull634,421,cca1 lhy-100 rve468,cR+cB,200,23.86,1166,7.59,0.6
Dull634,422,cca1 lhy-100 rve468,cR+cB,200,26.7,1640,11.58,0.69
Dull634,423,cca1 lhy-100 rve468,cR+cB,200,26.41,857.9,10.36,0.7
Dull634,424,cca1 lhy-100 rve468,cR+cB,200,24.95,951.3,8.28,0.44
Dull634,425,cca1 lhy-100 rve468,cR+cB,200,27.04,728.5,12.93,0.58
Dull634,426,cca1 lhy-100 rve468,cR+cB,200,26.07,1696,11.03,0.52
Dull634,427,cca1 lhy-100 rve468,cR+cB,200,26.4,1391,11.19,0.61
Dull634,428,cca1 lhy-100 rve468,cR+cB,200,25.83,1744,9.92,0.7
Dull634,429,cca1 lhy-100 rve468,cR+cB,200,26.61,939.7,12.43,0.52
Dull634,430,cca1 lhy-100 rve468,cR+cB,200,NA,NA,NA,NA
Dull634,431,cca1 lhy-100 rve468,cR+cB,200,26.08,883,10.77,0.27
Dull617,53,Col,cB,200,25.45,11040,-12.43,0.28
Dull617,54,Col,cB,200,25.03,6178,12.08,0.38
Dull617,55,Col,cB,200,25.76,4227,12.68,0.59
Dull617,56,Col,cB,200,25.81,9821,-11.19,0.23
Dull617,57,Col,cB,200,25.15,9152,8.4,0.3
Dull617,58,Col,cB,200,24.4,12370,9.8,0.19
Dull617,59,Col,cB,200,26.98,8877,-12.19,0.28
Dull617,60,Col,cB,200,25.61,808.8,6.75,0.76
Dull617,61,Col,cB,200,23.76,8815,8.78,0.39
Dull617,62,Col,cB,200,24.04,14300,8,0.36
Dull617,63,Col,cB,200,24.29,6718,8.54,0.22
Dull617,81,Col,cB,200,24.91,6591,-12.25,0.25
Dull617,82,Col,cB,200,25.8,7099,-10.61,0.3
Dull617,83,Col,cB,200,24.38,5027,11.15,0.27
Dull617,84,Col,cB,200,23.9,3596,9.41,0.35
Dull617,85,Col,cB,200,27.34,5100,-11.25,0.21
Dull617,86,Col,cB,200,23.75,8388,9.31,0.25
Dull617,87,Col,cB,200,25.62,6227,10.93,0.4
Dull617,88,Col,cB,200,24.23,7080,9.51,0.21
Dull617,89,Col,cB,200,25.4,22900,10.87,0.17
Dull617,90,Col,cB,200,20.57,4614,-0.83,0.78
Dull617,91,Col,cB,200,26.35,8468,-12.32,0.33
Dull617,92,Col,cB,200,26.85,3135,-12.27,0.87
Dull617,129,Col,cB,200,27.19,8252,-12.5,0.23
Dull617,130,Col,cB,200,22.25,16110,3.31,0.3
Dull617,131,Col,cB,200,23.74,7414,11.08,0.39
Dull617,132,Col,cB,200,25.91,3425,-10.11,0.52
Dull617,133,Col,cB,200,23.51,3809,9.59,0.53
Dull617,134,Col,cB,200,26.09,3070,-11.73,0.43
Dull617,135,Col,cB,200,22.63,3217,6.17,0.35
Dull617,136,Col,cB,200,25.06,13320,9.36,0.46
Dull617,137,Col,cB,200,25.38,10110,11.06,0.46
Dull617,138,Col,cB,200,27.79,1837,-11.01,0.38
Dull617,139,Col,cB,200,25.81,8211,11.54,0.4
Dull617,140,Col,cB,200,25.15,16100,9.74,0.2
Dull617,191,Col,cB,10,25.2,1415,9.02,0.27
Dull617,192,Col,cB,10,24.58,3289,7.81,0.38
Dull617,193,Col,cB,10,25.22,2293,8.07,0.23
Dull617,194,Col,cB,10,26.57,6190,12.25,0.3
Dull617,195,Col,cB,10,22.63,5640,-1.6,0.29
Dull617,196,Col,cB,10,25.22,5674,9,0.4
Dull617,197,Col,cB,10,24.77,4318,6.85,0.23
Dull617,198,Col,cB,10,25.61,8940,-12.07,0.36
Dull617,199,Col,cB,10,25.05,3354,7.28,0.26
Dull617,200,Col,cB,10,24.69,4877,5.88,0.21
Dull617,201,Col,cB,10,24.99,2440,5.62,0.34
Dull617,202,Col,cB,10,25.6,7166,9.7,0.22
Dull617,307,Col,cB,10,25.75,5533,8.83,0.29
Dull617,308,Col,cB,10,24.49,3869,6.16,0.27
Dull617,309,Col,cB,10,25.22,11240,9.73,0.25
Dull617,310,Col,cB,10,24.75,8628,7.75,0.29
Dull617,311,Col,cB,10,24.86,5684,7.6,0.28
Dull617,312,Col,cB,10,26.02,15970,-9.63,0.34
Dull617,313,Col,cB,10,25.35,11680,-12.07,0.36
Dull617,314,Col,cB,10,25.39,11680,10.32,0.2
Dull617,315,Col,cB,10,26.43,7621,-10.16,0.29
Dull617,316,Col,cB,10,29.01,5689,3.19,0.46
Dull617,317,Col,cB,10,24.01,2612,3.12,0.38
Dull617,335,Col,cB,10,21.99,3185,3.09,0.75
Dull617,336,Col,cB,10,33.32,1542,-1.55,0.56
Dull617,337,Col,cB,10,22.74,3152,1.95,0.47
Dull617,338,Col,cB,10,26.36,4114,-12.87,0.31
Dull617,339,Col,cB,10,25.41,3876,8.82,0.34
Dull617,340,Col,cB,10,25.2,1032,7.77,0.54
Dull617,341,Col,cB,10,31.06,3766,2.84,0.66
Dull617,342,Col,cB,10,23.96,2308,6.63,0.91
Dull617,343,Col,cB,10,NA,NA,NA,NA
Dull617,344,Col,cB,10,23.86,9664,5.05,0.17
Dull617,345,Col,cB,10,27.29,4638,12.81,0.3
Dull617,346,Col,cB,10,27.2,2060,-12.66,0.19
Dull619,55,Col,cR,100,22.29,5901,3.88,0.59
Dull619,56,Col,cR,100,24.53,4838,-11.13,0.3
Dull619,57,Col,cR,100,22.21,13840,6.19,0.28
Dull619,58,Col,cR,100,24.2,12600,9.13,0.36
Dull619,59,Col,cR,100,25.15,16120,11.42,0.23
Dull619,60,Col,cR,100,25.2,7621,-12.46,0.15
Dull619,61,Col,cR,100,25.63,10180,-9.68,0.31
Dull619,62,Col,cR,100,24.09,11720,8.91,0.16
Dull619,63,Col,cR,100,24.41,10520,11.7,0.33
Dull619,64,Col,cR,100,25.13,24560,-11.09,0.23
Dull619,65,Col,cR,100,25.15,8467,9.83,0.24
Dull619,66,Col,cR,100,24.54,14110,9.55,0.17
Dull619,150,Col,cR,100,25.41,5226,10.99,0.38
Dull619,151,Col,cR,100,23.98,4825,6.32,0.58
Dull619,152,Col,cR,100,25.32,6604,9.75,0.25
Dull619,153,Col,cR,100,24.93,2038,7.54,0.31
Dull619,154,Col,cR,100,27.1,2268,-11.49,0.62
Dull619,155,Col,cR,100,34.96,2179,0.73,0.95
Dull619,156,Col,cR,100,25.1,9662,9.26,0.33
Dull619,157,Col,cR,100,24.64,4989,11.59,0.36
Dull619,158,Col,cR,100,24.04,13530,8.58,0.18
Dull619,159,Col,cR,100,23.52,6915,4.8,0.4
Dull619,160,Col,cR,100,22.76,7998,3.26,0.35
Dull619,161,Col,cR,100,24.75,14350,7.54,0.26
Dull619,215,Col,cR,10,25.66,943.7,11.06,0.24
Dull619,216,Col,cR,10,25.11,2283,7.83,0.25
Dull619,217,Col,cR,10,25.8,2634,10.16,0.31
Dull619,218,Col,cR,10,24.97,1667,9.41,0.68
Dull619,219,Col,cR,10,26.31,3053,12.83,0.17
Dull619,220,Col,cR,10,22.04,2276,-8.18,0.48
Dull619,221,Col,cR,10,25.58,5589,11.73,0.17
Dull619,222,Col,cR,10,25.66,5015,11.82,0.25
Dull619,223,Col,cR,10,25.23,8592,11.06,0.24
Dull619,224,Col,cR,10,25.25,7501,9.74,0.19
Dull619,225,Col,cR,10,25.4,2061,9.89,0.34
Dull619,226,Col,cR,10,26.2,8971,-11.23,0.38
Dull619,304,Col,cR,10,26.15,22770,-11.49,0.14
Dull619,305,Col,cR,10,24.78,10130,7.34,0.28
Dull619,306,Col,cR,10,23.91,6391,3.63,0.32
Dull619,307,Col,cR,10,25.01,7784,7.91,0.23
Dull619,308,Col,cR,10,25.33,2460,11.39,0.3
Dull619,309,Col,cR,10,25.78,2106,10.43,0.2
Dull619,310,Col,cR,10,25.28,5660,8.27,0.23
Dull619,311,Col,cR,10,23.79,9346,4.86,0.24
Dull619,312,Col,cR,10,24.88,3650,7.64,0.22
Dull619,313,Col,cR,10,25.16,19020,9.72,0.15
Dull619,314,Col,cR,10,25.21,6975,8.2,0.2
Dull619,315,Col,cR,10,24.58,7630,5.77,0.29
Dull619,352,Col,cR,10,25.72,5323,9.03,0.27
Dull619,353,Col,cR,10,25.66,4447,10.8,0.23
Dull619,354,Col,cR,10,25.58,4140,9.76,0.29
Dull619,355,Col,cR,10,25.47,5281,8.58,0.22
Dull619,356,Col,cR,10,25.4,3914,8.9,0.23
Dull619,357,Col,cR,10,25.99,13550,11.13,0.22
Dull619,358,Col,cR,10,25.24,2365,8.5,0.26
Dull619,359,Col,cR,10,23.69,4713,6.65,0.38
Dull619,360,Col,cR,10,26.09,4702,11.57,0.72
Dull619,361,Col,cR,10,25.93,11820,11.81,0.17
Dull619,362,Col,cR,10,24.36,11060,5.79,0.21
Dull619,363,Col,cR,10,27.52,9416,-10.36,0.42
Dull620,19,Col,cB,100,27.24,17530,-10.37,0.32
Dull620,20,Col,cB,100,26.9,13680,-13.33,0.37
Dull620,21,Col,cB,100,26.48,24890,13.15,0.3
Dull620,22,Col,cB,100,26.9,15510,13.3,0.25
Dull620,23,Col,cB,100,27.37,21560,-11.98,0.33
Dull620,24,Col,cB,100,26.03,22980,11.92,0.22
Dull620,25,Col,cB,100,27.36,23630,-12.03,0.35
Dull620,26,Col,cB,100,30.4,13060,-1.59,0.44
Dull620,27,Col,cB,100,27.48,32580,-11.45,0.26
Dull620,28,Col,cB,100,27.63,9822,-11.03,0.57
Dull620,29,Col,cB,100,28.66,12690,-7.53,0.6
Dull620,30,Col,cB,100,25.66,32590,11.66,0.2
Dull620,110,Col,cB,100,24.84,28590,11.02,0.28
Dull620,111,Col,cB,100,26.84,24230,-13,0.28
Dull620,112,Col,cB,100,23.61,37330,7.46,0.19
Dull620,113,Col,cB,100,25.9,12270,-11.79,0.49
Dull620,114,Col,cB,100,24.47,16870,8.51,0.37
Dull620,115,Col,cB,100,22.97,24320,4.92,0.32
Dull620,116,Col,cB,100,23.02,50170,5.41,0.15
Dull620,117,Col,cB,100,25.78,34800,-12.82,0.48
Dull620,118,Col,cB,100,23.26,36880,5.71,0.22
Dull620,119,Col,cB,100,23.53,20830,5.15,0.52
Dull620,120,Col,cB,100,23,65030,5.03,0.17
Dull620,121,Col,cB,100,25.1,7616,10.56,0.46
Dull620,122,Col,cB,100,20.11,6796,-9.56,0.57
Dull620,123,Col,cB,100,22.85,3654,-0.78,0.47
Dull620,124,Col,cB,100,23.77,5709,4.61,0.47
Dull620,125,Col,cB,100,21.07,5929,5.75,0.34
Dull620,126,Col,cB,100,27.25,31500,-9.58,0.33
Dull620,127,Col,cB,100,27.67,2903,-9.06,0.76
Dull620,128,Col,cB,100,27.66,7596,-12.18,0.48
Dull620,129,Col,cB,100,24.63,31360,9.67,0.43
Dull620,130,Col,cB,100,20.38,22300,-2.69,0.48
Dull620,131,Col,cB,100,27.66,4224,-11.38,0.66
Dull620,132,Col,cB,100,27.04,25210,-10.39,0.48
Dull620,187,Col,cB,1,30.3,3010,-3.36,0.84
Dull620,188,Col,cB,1,24.93,2565,3.37,0.38
Dull620,189,Col,cB,1,25.33,4771,6.52,0.49
Dull620,190,Col,cB,1,26.98,12390,8.93,0.43
Dull620,191,Col,cB,1,27.79,8082,-12.44,0.41
Dull620,192,Col,cB,1,25.42,16350,10.71,0.11
Dull620,193,Col,cB,1,26.61,3160,8.64,0.47
Dull620,194,Col,cB,1,26.86,10140,7.48,0.41
Dull620,195,Col,cB,1,25.38,3763,4.36,0.4
Dull620,196,Col,cB,1,25.16,10470,4.62,0.37
Dull620,197,Col,cB,1,29.37,5262,-10.69,0.77
Dull620,198,Col,cB,1,25,25460,4.77,0.18
Dull620,271,Col,cB,1,22.51,11420,-1.9,0.47
Dull620,272,Col,cB,1,23.02,8047,5.5,0.5
Dull620,273,Col,cB,1,33.43,7799,-6.55,0.76
Dull620,274,Col,cB,1,23.3,17570,5.08,0.18
Dull620,275,Col,cB,1,27.39,4327,13.23,0.33
Dull620,276,Col,cB,1,29.86,6495,-8.97,0.45
Dull620,277,Col,cB,1,29.17,6636,11.63,0.7
Dull620,278,Col,cB,1,24.57,6431,2.7,0.86
Dull620,279,Col,cB,1,22.32,3892,-2.15,0.89
Dull620,280,Col,cB,1,NA,NA,NA,NA
Dull620,281,Col,cB,1,33.76,12290,-6.03,0.53
Dull620,282,Col,cB,1,25.13,7788,4,0.55
Dull620,365,Col,cB,1,27.5,21010,11.6,0.2
Dull620,366,Col,cB,1,25.34,19680,6.97,0.29
Dull620,367,Col,cB,1,24.41,11070,2.26,0.32
Dull620,368,Col,cB,1,24.82,34140,3.14,0.22
Dull620,369,Col,cB,1,23.91,17260,0.14,0.29
Dull620,370,Col,cB,1,24.47,10010,5.24,0.33
Dull620,371,Col,cB,1,28.24,32470,-12.69,0.13
Dull620,372,Col,cB,1,28.17,23650,-13.01,0.22
Dull620,373,Col,cB,1,24.19,16470,1.8,0.41
Dull620,374,Col,cB,1,27.59,17980,12.56,0.26
Dull620,375,Col,cB,1,30.73,10200,-9.3,0.54
Dull620,376,Col,cB,1,25.12,21740,2.08,0.64
Dull621,1,Col,cR,200,NA,NA,NA,NA
Dull621,2,Col,cR,200,26.01,4445,-10.2,0.45
Dull621,3,Col,cR,200,22.94,6472,3.86,0.37
Dull621,4,Col,cR,200,24.62,5328,10.12,0.47
Dull621,5,Col,cR,200,21.33,5839,0.21,0.61
Dull621,6,Col,cR,200,23.91,5257,8.57,0.27
Dull621,7,Col,cR,200,25.89,5699,12.73,0.24
Dull621,8,Col,cR,200,26.74,5288,-9.62,0.23
Dull621,9,Col,cR,200,23.59,15450,8.68,0.2
Dull621,10,Col,cR,200,24.75,6796,10.77,0.54
Dull621,11,Col,cR,200,26.08,6172,-8.99,0.45
Dull621,12,Col,cR,200,24.14,6782,11.58,0.37
Dull621,115,Col,cR,200,23.18,12770,7.01,0.28
Dull621,116,Col,cR,200,25.74,8481,-7.94,0.64
Dull621,117,Col,cR,200,25.41,29030,-11.12,0.28
Dull621,118,Col,cR,200,24.14,18200,9.47,0.33
Dull621,119,Col,cR,200,24.5,9487,11.06,0.21
Dull621,120,Col,cR,200,25.66,7958,-11.49,0.31
Dull621,121,Col,cR,200,21.69,18740,4.46,0.25
Dull621,122,Col,cR,200,25.12,7608,-11.2,0.26
Dull621,123,Col,cR,200,NA,NA,NA,NA
Dull621,124,Col,cR,200,24.1,13930,10.88,0.28
Dull621,125,Col,cR,200,23.81,20720,10.44,0.19
Dull621,126,Col,cR,200,25.2,15530,11.89,0.14
Dull621,145,Col,cR,200,26.03,21790,-10.83,0.16
Dull621,146,Col,cR,200,25.56,7814,-11.08,0.38
Dull621,147,Col,cR,200,25.48,8016,-9.85,0.29
Dull621,148,Col,cR,200,25.66,14760,-11.78,0.17
Dull621,149,Col,cR,200,25.95,17300,-11.75,0.2
Dull621,150,Col,cR,200,23.81,5814,8.76,0.52
Dull621,151,Col,cR,200,25.76,6880,-11.52,0.18
Dull621,152,Col,cR,200,25.61,20120,-12.01,0.16
Dull621,153,Col,cR,200,25.95,10910,-9.51,0.18
Dull621,154,Col,cR,200,25.54,10910,-11.92,0.47
Dull621,155,Col,cR,200,25.39,7408,-11.65,0.35
Dull621,244,Col,cR,1,25.64,10110,7.45,0.39
Dull621,245,Col,cR,1,26.64,10060,13.01,0.5
Dull621,246,Col,cR,1,24.48,7085,4.72,0.49
Dull621,247,Col,cR,1,29.4,4423,-7.68,0.6
Dull621,248,Col,cR,1,23.08,5546,-1.38,0.96
Dull621,249,Col,cR,1,27.75,5255,-13.3,0.39
Dull621,250,Col,cR,1,26,14890,8.78,0.29
Dull621,251,Col,cR,1,26.64,28030,10.95,0.21
Dull621,252,Col,cR,1,27.26,20370,13.32,0.19
Dull621,253,Col,cR,1,30.47,15360,-4.9,0.31
Dull621,254,Col,cR,1,24.22,2016,2.13,0.63
Dull621,255,Col,cR,1,25.63,1860,8.89,0.34
Dull621,274,Col,cR,1,27.26,3402,-9.93,0.54
Dull621,275,Col,cR,1,23.71,2996,6.5,0.28
Dull621,276,Col,cR,1,24.89,2061,6.28,0.37
Dull621,277,Col,cR,1,26.3,4025,12.61,0.2
Dull621,278,Col,cR,1,27.29,4524,13.05,0.45
Dull621,279,Col,cR,1,26.47,3202,10.3,0.3
Dull621,280,Col,cR,1,24.86,7110,11.5,0.43
Dull621,281,Col,cR,1,24.42,7706,6.49,0.33
Dull621,282,Col,cR,1,23.92,3739,1.61,0.54
Dull621,283,Col,cR,1,26.26,11660,12.22,0.51
Dull621,284,Col,cR,1,26.84,14680,-9.96,0.23
Dull621,321,Col,cR,1,25.65,6809,12.13,0.29
Dull621,322,Col,cR,1,25.9,3246,12.89,0.41
Dull621,323,Col,cR,1,24.9,2865,6.59,0.41
Dull621,324,Col,cR,1,25.51,4415,8.42,0.39
Dull621,325,Col,cR,1,26.89,8858,-7.83,0.22
Dull621,326,Col,cR,1,22.69,4451,2.35,0.5
Dull621,327,Col,cR,1,27.29,6625,-8.96,0.48
Dull621,328,Col,cR,1,25.17,2607,7.4,0.3
Dull621,329,Col,cR,1,27.74,6068,-8.36,0.39
Dull621,330,Col,cR,1,26.53,2730,8.65,0.53
Dull621,331,Col,cR,1,24.56,6237,10.22,0.61
Dull621,332,Col,cR,1,26.6,4062,7.5,0.41
Dull622,53,Col,cB,1,NA,NA,NA,NA
Dull622,54,Col,cB,1,28.18,897.9,-7.1,0.49
Dull622,55,Col,cB,1,25.11,4957,10.14,0.15
Dull622,56,Col,cB,1,22.93,5922,3.3,0.25
Dull622,57,Col,cB,1,24.17,5961,7.53,0.12
Dull622,58,Col,cB,1,25.34,3976,10.8,0.15
Dull622,59,Col,cB,1,25.15,2549,10.16,0.33
Dull622,60,Col,cB,1,23.15,4243,4.84,0.26
Dull622,61,Col,cB,1,24.54,9609,8.07,0.11
Dull622,62,Col,cB,1,23.74,6606,5.57,0.15
Dull622,63,Col,cB,1,23.67,1512,4.71,0.27
Dull622,64,Col,cB,1,24.05,999.7,5.75,0.39
Dull622,65,Col,cB,1,23.17,534.6,10.22,0.83
Dull622,131,Col,cB,1,27.01,486.4,-10.88,0.5
Dull622,132,Col,cB,1,26,336.2,-12.81,0.79
Dull622,133,Col,cB,1,24.41,1488,6.97,0.31
Dull622,134,Col,cB,1,26.41,1551,-11.71,0.33
Dull622,135,Col,cB,1,24.94,2109,5.73,0.36
Dull622,136,Col,cB,1,26.92,417.3,-13.37,0.66
Dull622,137,Col,cB,1,26.69,2152,-11.55,0.37
Dull622,138,Col,cB,1,25.47,484.5,10.65,0.57
Dull622,139,Col,cB,1,26.78,6786,-12.74,0.37
Dull622,140,Col,cB,1,25.8,1620,12.02,0.35
Dull622,141,Col,cB,1,23.72,3125,5.12,0.53
Dull622,142,Col,cB,1,25.19,1000,10.36,0.76
Dull622,143,Col,cB,1,25.44,639.5,10.59,0.51
Dull622,209,Col,cB,10,25.51,4973,10.44,0.2
Dull622,210,Col,cB,10,26.51,3447,12.54,0.22
Dull622,211,Col,cB,10,24.49,3218,8.14,0.29
Dull622,212,Col,cB,10,25.34,7623,12.36,0.19
Dull622,213,Col,cB,10,27.03,2267,-12.34,0.27
Dull622,214,Col,cB,10,25.77,3523,-12.48,0.4
Dull622,215,Col,cB,10,25.71,2033,9.72,0.34
Dull622,216,Col,cB,10,26.28,5821,12.66,0.32
Dull622,217,Col,cB,10,26.16,2236,11.3,0.24
Dull622,218,Col,cB,10,25.78,5159,-12.66,0.25
Dull622,219,Col,cB,10,25.07,2424,9.33,0.18
Dull622,220,Col,cB,10,26.06,4780,12.08,0.24
Dull622,221,Col,cB,10,26.21,1917,11.01,0.22
Dull622,274,Col,cB,10,25.64,942.8,9.8,0.33
Dull622,275,Col,cB,10,25.97,866.9,12.6,0.4
Dull622,276,Col,cB,10,27.82,713.5,-12.71,0.29
Dull622,277,Col,cB,10,26.68,1487,-12.78,0.24
Dull622,278,Col,cB,10,27.75,909.8,13.62,0.26
Dull622,279,Col,cB,10,26.35,1474,12.74,0.29
Dull622,280,Col,cB,10,23.85,4275,4.98,0.22
Dull622,281,Col,cB,10,25.37,1749,8.66,0.36
Dull622,282,Col,cB,10,24.97,2212,9.08,0.3
Dull622,283,Col,cB,10,25.35,3248,10.98,0.35
Dull622,284,Col,cB,10,24.88,2281,8.82,0.5
Dull622,285,Col,cB,10,25.51,4399,7.17,0.19
Dull622,346,Col,cB,100,27.57,1082,-11.7,0.71
Dull622,347,Col,cB,100,25.05,4612,6.05,0.26
Dull622,348,Col,cB,100,25.94,1744,10.15,0.24
Dull622,349,Col,cB,100,25.18,2741,7.11,0.23
Dull622,350,Col,cB,100,28.6,2478,-11.09,0.32
Dull622,351,Col,cB,100,28.46,1207,-12.06,0.46
Dull622,352,Col,cB,100,24.86,2512,7.23,0.38
Dull622,353,Col,cB,100,25.36,3987,8.08,0.36
Dull622,354,Col,cB,100,27.72,3084,12.14,0.26
Dull622,355,Col,cB,100,24.16,3503,5.4,0.49
Dull622,356,Col,cB,100,26.57,3196,-13.13,0.32
Dull622,357,Col,cB,100,21.84,1644,2.92,0.75
Dull622,408,Col,cB,100,26.17,4834,10.92,0.32
Dull622,409,Col,cB,100,26.17,1158,9.54,0.4
Dull622,410,Col,cB,100,25.23,2686,7.49,0.41
Dull622,411,Col,cB,100,26.81,1544,-11.94,0.5
Dull622,412,Col,cB,100,22.75,3510,3.36,0.44
Dull622,413,Col,cB,100,27.38,1398,-13.26,0.23
Dull622,414,Col,cB,100,25.94,5474,12.68,0.37
Dull622,415,Col,cB,100,25.53,5537,9.16,0.31
Dull622,416,Col,cB,100,26.15,5481,9.95,0.26
Dull622,417,Col,cB,100,25,5463,11.4,0.19
Dull622,418,Col,cB,100,26.58,9401,13.28,0.22
Dull622,419,Col,cB,100,25.95,1778,12.52,0.36
Dull622,420,Col,cB,100,27.6,1009,-10.64,0.67
Dull622,471,Col,cB,200,19.56,1851,-1.21,0.67
Dull622,472,Col,cB,200,28.22,6636,-11.65,0.39
Dull622,473,Col,cB,200,28.52,1329,-12.26,0.75
Dull622,474,Col,cB,200,25.77,665.5,10.35,0.82
Dull622,475,Col,cB,200,26.1,4583,11.09,0.34
Dull622,476,Col,cB,200,20.8,803.3,-0.21,0.77
Dull622,477,Col,cB,200,21.17,1142,0.01,0.87
Dull622,478,Col,cB,200,28.09,2905,11.95,0.32
Dull622,479,Col,cB,200,25.65,1411,8.75,0.57
Dull622,480,Col,cB,200,21.31,883.5,1.38,0.7
Dull622,481,Col,cB,200,25.54,1673,9.12,0.64
Dull622,482,Col,cB,200,25.3,2419,12.02,0.21
Dull622,483,Col,cB,200,25.88,2139,10.82,0.32
Dull624,45,Col,cR,1,25.34,13800,3.75,0.27
Dull624,46,Col,cR,1,27.37,11090,11.03,0.28
Dull624,47,Col,cR,1,26.32,6850,8.03,0.39
Dull624,48,Col,cR,1,23.77,5831,3.27,0.68
Dull624,49,Col,cR,1,26.13,13560,7.05,0.4
Dull624,50,Col,cR,1,26.05,1358,6.45,0.29
Dull624,51,Col,cR,1,27.95,5279,-13.05,0.44
Dull624,52,Col,cR,1,27.21,3852,9.7,0.32
Dull624,53,Col,cR,1,26.8,9172,9.85,0.27
Dull624,54,Col,cR,1,27.82,7900,13.39,0.3
Dull624,55,Col,cR,1,27.31,14920,11.94,0.49
Dull624,56,Col,cR,1,25.02,21170,3.8,0.25
Dull624,57,Col,cR,1,25.5,13830,5.48,0.36
Dull624,120,Col,cR,1,26.37,6922,8.58,0.39
Dull624,121,Col,cR,1,26.09,11400,10.7,0.22
Dull624,122,Col,cR,1,26.28,32320,8.32,0.23
Dull624,123,Col,cR,1,26.42,6686,-10.89,0.6
Dull624,124,Col,cR,1,25.85,4023,6.17,0.46
Dull624,125,Col,cR,1,26,8470,10.66,0.4
Dull624,126,Col,cR,1,25.24,6336,2.84,0.46
Dull624,127,Col,cR,1,26.45,8025,9,0.46
Dull624,128,Col,cR,1,25.74,3675,9.06,0.4
Dull624,129,Col,cR,1,26.13,33420,6.87,0.22
Dull624,130,Col,cR,1,24.76,14590,2.81,0.25
Dull624,131,Col,cR,1,28.33,6450,-12.05,0.47
Dull624,132,Col,cR,1,25.43,5944,2.06,0.34
Dull624,197,Col,cR,10,25.81,16480,7.7,0.22
Dull624,198,Col,cR,10,25.15,18750,5.87,0.26
Dull624,199,Col,cR,10,25.54,19090,7.22,0.16
Dull624,200,Col,cR,10,25.84,4497,9.19,0.61
Dull624,201,Col,cR,10,25.37,22640,7.23,0.25
Dull624,202,Col,cR,10,25.62,6084,7.78,0.19
Dull624,203,Col,cR,10,25.22,8608,6.62,0.16
Dull624,204,Col,cR,10,25.09,11580,6.26,0.23
Dull624,205,Col,cR,10,25.74,15870,8.92,0.19
Dull624,206,Col,cR,10,20.52,6579,-5.51,0.6
Dull624,207,Col,cR,10,27.29,14620,-13.25,0.29
Dull624,208,Col,cR,10,25.61,14110,7.87,0.19
Dull624,209,Col,cR,10,25.93,18240,11.27,0.3
Dull624,262,Col,cR,10,24.94,7601,3.77,0.16
Dull624,263,Col,cR,10,25.93,6935,11.68,0.33
Dull624,264,Col,cR,10,25.54,5619,5.22,0.23
Dull624,265,Col,cR,10,25.37,15380,7.15,0.23
Dull624,266,Col,cR,10,26,10160,10.19,0.23
Dull624,267,Col,cR,10,25.28,11300,6.41,0.25
